Picked up JAVA_TOOL_OPTIONS: -Xmx2g
Opening log file:  /tmp/java.log.57051

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 2 (9.13.0.2105380) 64-bit (glnxa64)
                              October 26, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 32).
Loaded 446 seeds from grids/seeds/individual/y2023.mat
	scoring all of them using MC
	MCS total time 14.0 m + evolution total time 2.0 d = 2.0 d
	MCS runs 446 (1.0 m each) --> evolution runs 352 (4.0 h each)

seed 239 | gen   11 (1.1K grids scored in 25.7 m) | maps{1} | new champion: max wsl 12, nw 13, score 135
seed 203 | gen   17 (2.4K grids scored in 40.7 m) | maps{1} | new champion: max wsl 9, nw 17, score 155
seed 209 | gen   29 (3.5K grids scored in 39.4 m) | maps{1} | new champion: max wsl 8, nw 14, score 162
seed 287 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 71
seed 224 | gen   22 (1.5K grids scored in 16.8 m) | maps{1} | new champion: max wsl 10, nw 17, score 141
seed 221 | gen   47 (5.4K grids scored in 31.3 m) | maps{1} | new champion: max wsl 10, nw 15, score 141
seed 254 | gen    9 (680 grids scored in 7.9 m) | maps{1} | new champion: max wsl 11, nw 16, score 128
seed 221 | gen   48 (5.5K grids scored in 34.0 m) | maps{1} | new champion: max wsl 10, nw 14, score 142
seed 251 | gen   76 (10.5K grids scored in 47.3 m) | maps{1} | new champion: max wsl 13, nw 16, score 92
seed 215 | gen   12 (1.1K grids scored in 7.6 m) | maps{1} | new champion: max wsl 13, nw 12, score 127
seed 231 | gen   33 (4.8K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 17, score 152
seed 251 | gen   77 (10.7K grids scored in 48.6 m) | maps{1} | new champion: max wsl 13, nw 16, score 112
seed 254 | gen   10 (811 grids scored in 11.9 m) | maps{1} | new champion: max wsl 11, nw 15, score 133
seed 197 | gen   15 (1.5K grids scored in 38.9 m) | maps{1} | new champion: max wsl 10, nw 13, score 157
seed 215 | gen   13 (1.2K grids scored in 9.2 m) | maps{1} | new champion: max wsl 9, nw 13, score 136
seed 257 | gen   64 (8.7K grids scored in 52.0 m) | maps{1} | new champion: max wsl 13, nw 14, score 155
seed 246 | gen   31 (2.9K grids scored in 4.2 h) | maps{1} | new champion: max wsl 9, nw 13, score 158
seed 269 | gen   22 (2.3K grids scored in 12.0 m) | maps{1} | new champion: max wsl 12, nw 15, score 122
seed 215 | gen   14 (1.4K grids scored in 12.2 m) | maps{1} | new champion: max wsl 9, nw 12, score 144
seed 269 | gen   23 (2.4K grids scored in 13.3 m) | maps{1} | new champion: max wsl 9, nw 15, score 130
seed 203 | gen   20 (2.9K grids scored in 51.2 m) | maps{1} | new champion: max wsl 9, nw 16, score 157
seed 257 | gen   65 (8.9K grids scored in 54.5 m) | maps{1} | new champion: max wsl 13, nw 15, score 158
seed 230 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 65
seed 230 | gen    1 (1 grids scored in 3.8 s) | maps{1} | new champion: max wsl 13, nw 13, score 109
seed 254 | gen   11 (966 grids scored in 17.0 m) | maps{1} | new champion: max wsl 11, nw 16, score 138
seed 230 | gen    2 (31 grids scored in 1.3 m) | maps{1} | new champion: max wsl 13, nw 12, score 134
seed 269 | gen   24 (2.6K grids scored in 16.1 m) | maps{1} | new champion: max wsl 9, nw 15, score 144
seed 215 | gen   15 (1.6K grids scored in 15.7 m) | maps{1} | new champion: max wsl 9, nw 13, score 145
seed 230 | gen    3 (93 grids scored in 3.0 m) | maps{1} | new champion: max wsl 13, nw 12, score 141
seed 254 | gen   12 (1.1K grids scored in 21.6 m) | maps{1} | new champion: max wsl 11, nw 16, score 139
seed 242 | gen   14 (1.1K grids scored in 52.3 m) | maps{1} | new champion: max wsl 9, nw 15, score 132
seed 203 | gen   22 (3.3K grids scored in 57.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 160
seed 194 | gen   14 (1.7K grids scored in 42.7 m) | maps{1} | new champion: max wsl 9, nw 15, score 153
seed 218 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 5, score 71
seed 218 | gen    3 (50 grids scored in 12.3 s) | maps{1} | new champion: max wsl 13, nw 13, score 135
seed 218 | gen    4 (152 grids scored in 57.2 s) | maps{1} | new champion: max wsl 10, nw 14, score 148
seed 197 | gen   17 (1.8K grids scored in 51.9 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 218 | gen    5 (267 grids scored in 2.4 m) | maps{1} | new champion: max wsl 9, nw 15, score 157
seed 251 | gen   79 (11.1K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 16, score 119
seed 224 | gen   24 (1.8K grids scored in 37.2 m) | maps{1} | new champion: max wsl 10, nw 16, score 146
seed 254 | gen   13 (1.3K grids scored in 27.1 m) | maps{1} | new champion: max wsl 12, nw 15, score 145
seed 218 | gen    6 (418 grids scored in 4.5 m) | maps{1} | new champion: max wsl 9, nw 15, score 160
seed 203 | gen   24 (3.6K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 14, score 161
seed 203 | gen   25 (3.8K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 14, score 162
seed 257 | gen   69 (9.6K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 13, score 162
seed 206 | gen   12 (1.1K grids scored in 34.4 m) | maps{1} | new champion: max wsl 9, nw 11, score 134
seed 269 | gen   26 (2.9K grids scored in 28.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 152
seed 239 | gen   13 (1.4K grids scored in 52.8 m) | maps{1} | new champion: max wsl 9, nw 15, score 140
seed 218 | gen    8 (762 grids scored in 9.7 m) | maps{1} | new champion: max wsl 9, nw 15, score 168
seed 230 | gen    6 (397 grids scored in 17.9 m) | maps{1} | new champion: max wsl 13, nw 12, score 142
seed 215 | gen   17 (2.0K grids scored in 31.4 m) | maps{1} | new champion: max wsl 9, nw 12, score 147
seed 218 | gen   10 (1.1K grids scored in 14.1 m) | maps{1} | new champion: max wsl 9, nw 16, score 171
seed 269 | gen   28 (3.2K grids scored in 36.0 m) | maps{1} | new champion: max wsl 8, nw 14, score 153
seed 239 | gen   14 (1.6K grids scored in 59.1 m) | maps{1} | new champion: max wsl 9, nw 15, score 141
seed 269 | gen   29 (3.4K grids scored in 38.3 m) | maps{1} | new champion: max wsl 8, nw 14, score 154
seed 230 | gen    8 (627 grids scored in 24.7 m) | maps{1} | new champion: max wsl 13, nw 12, score 147
seed 269 | gen   30 (3.5K grids scored in 40.5 m) | maps{1} | new champion: max wsl 8, nw 14, score 159
seed 224 | gen   26 (2.1K grids scored in 54.7 m) | maps{1} | new champion: max wsl 10, nw 17, score 147
seed 251 | gen   81 (11.5K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 15, score 129
seed 224 | gen   27 (2.3K grids scored in 58.8 m) | maps{1} | new champion: max wsl 10, nw 17, score 148
seed 254 | gen   15 (1.6K grids scored in 48.5 m) | maps{1} | new champion: max wsl 11, nw 15, score 147
seed 215 | gen   19 (2.4K grids scored in 48.1 m) | maps{1} | new champion: max wsl 9, nw 13, score 149
seed 251 | gen   82 (11.7K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 15, score 135
seed 197 | gen   20 (2.3K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 14, score 159
seed 242 | gen   16 (1.4K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 15, score 133
seed 230 | gen   11 (970 grids scored in 40.8 m) | maps{1} | new champion: max wsl 13, nw 11, score 148
seed 251 | gen   83 (11.9K grids scored in 1.6 h) | maps{1} | new champion: max wsl 9, nw 16, score 141
seed 206 | gen   14 (1.4K grids scored in 1.0 h) | maps{1} | new champion: max wsl 10, nw 12, score 136
seed 242 | gen   17 (1.6K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 16, score 136
seed 263 | gen  136 (19.9K grids scored in 1.3 h) | maps{1} | new champion: max wsl 13, nw 15, score 114
seed 263 | gen  137 (20.1K grids scored in 1.3 h) | maps{1} | new champion: max wsl 13, nw 14, score 125
seed 263 | gen  138 (20.3K grids scored in 1.3 h) | maps{1} | new champion: max wsl 13, nw 14, score 128
seed 275 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 72
seed 263 | gen  139 (20.5K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 14, score 136
seed 237 | gen   46 (6.9K grids scored in 4.2 h) | maps{1} | new champion: max wsl 10, nw 13, score 166
seed 236 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 66
seed 236 | gen    1 (6 grids scored in 5.9 s) | maps{1} | new champion: max wsl 11, nw 12, score 137
seed 263 | gen  140 (20.6K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 13, score 140
seed 236 | gen    2 (76 grids scored in 2.1 m) | maps{1} | new champion: max wsl 10, nw 11, score 144
seed 248 | gen  129 (16.8K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 15, score 133
seed 263 | gen  141 (20.8K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 14, score 146
seed 239 | gen   16 (2.0K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 15, score 144
seed 248 | gen  130 (16.9K grids scored in 1.2 h) | maps{1} | new champion: max wsl 13, nw 14, score 143
seed 263 | gen  142 (21.0K grids scored in 1.4 h) | maps{1} | new champion: max wsl 8, nw 13, score 151
seed 236 | gen    3 (176 grids scored in 4.8 m) | maps{1} | new champion: max wsl 10, nw 11, score 150
seed 230 | gen   13 (1.2K grids scored in 53.1 m) | maps{1} | new champion: max wsl 13, nw 13, score 150
seed 215 | gen   21 (2.7K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 12, score 150
seed 263 | gen  143 (21.1K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 13, score 152
seed 248 | gen  131 (17.1K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 16, score 153
seed 269 | gen   35 (4.3K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 13, score 160
seed 236 | gen    4 (299 grids scored in 8.0 m) | maps{1} | new champion: max wsl 10, nw 11, score 151
seed 263 | gen  144 (21.3K grids scored in 1.5 h) | maps{1} | new champion: max wsl 8, nw 12, score 160
seed 230 | gen   14 (1.3K grids scored in 56.1 m) | maps{1} | new champion: max wsl 13, nw 14, score 152
seed 215 | gen   22 (3.0K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 13, score 153
seed 230 | gen   15 (1.4K grids scored in 59.6 m) | maps{1} | new champion: max wsl 13, nw 13, score 155
seed 194 | gen   21 (3.0K grids scored in 1.6 h) | maps{1} | new champion: max wsl 9, nw 14, score 154
seed 230 | gen   16 (1.5K grids scored in 1.1 h) | maps{1} | new champion: max wsl 13, nw 12, score 159
seed 194 | gen   22 (3.1K grids scored in 1.7 h) | maps{1} | new champion: max wsl 10, nw 14, score 156
seed 236 | gen    6 (551 grids scored in 18.0 m) | maps{1} | new champion: max wsl 10, nw 11, score 157
seed 251 | gen   85 (12.3K grids scored in 2.0 h) | maps{1} | new champion: max wsl 9, nw 16, score 143
seed 236 | gen    7 (709 grids scored in 21.7 m) | maps{1} | new champion: max wsl 10, nw 10, score 163
seed 206 | gen   16 (1.8K grids scored in 1.6 h) | maps{1} | new champion: max wsl 10, nw 12, score 138
seed 254 | gen   18 (2.1K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 14, score 148
seed 242 | gen   19 (1.9K grids scored in 2.0 h) | maps{1} | new champion: max wsl 13, nw 17, score 140
seed 203 | gen   37 (5.8K grids scored in 2.2 h) | maps{1} | new champion: max wsl 9, nw 14, score 163
seed 248 | gen  134 (17.5K grids scored in 1.6 h) | maps{1} | new champion: max wsl 13, nw 13, score 155
seed 254 | gen   19 (2.3K grids scored in 1.6 h) | maps{1} | new champion: max wsl 10, nw 15, score 151
seed 206 | gen   17 (2.0K grids scored in 1.7 h) | maps{1} | new champion: max wsl 10, nw 12, score 140
seed 215 | gen   24 (3.4K grids scored in 1.6 h) | maps{1} | new champion: max wsl 9, nw 13, score 154
seed 275 | gen   66 (8.5K grids scored in 39.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 137
seed 215 | gen   25 (3.7K grids scored in 1.7 h) | maps{1} | new champion: max wsl 8, nw 14, score 157
seed 236 | gen   11 (1.3K grids scored in 41.0 m) | maps{1} | new champion: max wsl 10, nw 11, score 164
seed 221 | gen   54 (6.5K grids scored in 2.2 h) | maps{1} | new champion: max wsl 13, nw 14, score 143
seed 269 | gen   44 (5.7K grids scored in 1.7 h) | maps{1} | new champion: max wsl 8, nw 14, score 162
seed 272 | gen  289 (38.8K grids scored in 2.5 h) | maps{1} | new champion: max wsl 12, nw 17, score 104
seed 236 | gen   12 (1.5K grids scored in 43.9 m) | maps{1} | new champion: max wsl 8, nw 11, score 166
seed 194 | gen   27 (4.0K grids scored in 2.1 h) | maps{1} | new champion: max wsl 9, nw 13, score 157
seed 233 | gen   23 (2.6K grids scored in 2.3 h) | maps{1} | new champion: max wsl 10, nw 13, score 153
seed 272 | gen  290 (39.0K grids scored in 2.5 h) | maps{1} | new champion: max wsl 12, nw 17, score 111
seed 272 | gen  291 (39.1K grids scored in 2.5 h) | maps{1} | new champion: max wsl 12, nw 16, score 116
seed 221 | gen   55 (6.7K grids scored in 2.2 h) | maps{1} | new champion: max wsl 13, nw 13, score 144
seed 263 | gen  154 (23.1K grids scored in 2.1 h) | maps{1} | new champion: max wsl 8, nw 14, score 162
seed 194 | gen   28 (4.2K grids scored in 2.2 h) | maps{1} | new champion: max wsl 9, nw 14, score 159
seed 272 | gen  292 (39.3K grids scored in 2.6 h) | maps{1} | new champion: max wsl 12, nw 17, score 120
seed 275 | gen   68 (8.8K grids scored in 48.2 m) | maps{1} | new champion: max wsl 9, nw 15, score 139
seed 272 | gen  293 (39.4K grids scored in 2.6 h) | maps{1} | new champion: max wsl 13, nw 17, score 123
seed 233 | gen   24 (2.8K grids scored in 2.4 h) | maps{1} | new champion: max wsl 9, nw 14, score 155
seed 221 | gen   56 (6.8K grids scored in 2.3 h) | maps{1} | new champion: max wsl 10, nw 14, score 152
seed 275 | gen   69 (8.9K grids scored in 50.9 m) | maps{1} | new champion: max wsl 9, nw 15, score 141
seed 272 | gen  294 (39.6K grids scored in 2.6 h) | maps{1} | new champion: max wsl 13, nw 17, score 127
seed 275 | gen   70 (9.1K grids scored in 54.0 m) | maps{1} | new champion: max wsl 9, nw 16, score 145
seed 233 | gen   25 (3.0K grids scored in 2.5 h) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 275 | gen   71 (9.2K grids scored in 57.5 m) | maps{1} | new champion: max wsl 9, nw 15, score 152
seed 227 | gen   19 (1.6K grids scored in 3.0 h) | maps{1} | new champion: max wsl 10, nw 14, score 153
seed 275 | gen   72 (9.4K grids scored in 1.0 h) | maps{1} | new champion: max wsl 9, nw 15, score 154
seed 269 | gen   49 (6.5K grids scored in 2.0 h) | maps{1} | new champion: max wsl 11, nw 12, score 167
seed 215 | gen   27 (4.1K grids scored in 2.0 h) | maps{1} | new champion: max wsl 8, nw 14, score 158
seed 233 | gen   26 (3.2K grids scored in 2.6 h) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 272 | gen  296 (39.9K grids scored in 2.8 h) | maps{1} | new champion: max wsl 11, nw 16, score 134
seed 242 | gen   21 (2.2K grids scored in 2.6 h) | maps{1} | new champion: max wsl 11, nw 16, score 143
seed 275 | gen   73 (9.5K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 15, score 158
seed 269 | gen   51 (6.8K grids scored in 2.1 h) | maps{1} | new champion: max wsl 11, nw 13, score 168
seed 230 | gen   20 (2.0K grids scored in 1.9 h) | maps{1} | new champion: max wsl 9, nw 12, score 160
seed 233 | gen   27 (3.4K grids scored in 2.7 h) | maps{1} | new champion: max wsl 9, nw 13, score 162
seed 275 | gen   74 (9.7K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 15, score 169
seed 254 | gen   22 (2.8K grids scored in 2.2 h) | maps{1} | new champion: max wsl 10, nw 14, score 153
seed 242 | gen   22 (2.4K grids scored in 2.7 h) | maps{1} | new champion: max wsl 13, nw 15, score 144
seed 275 | gen   75 (9.8K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 15, score 171
seed 236 | gen   18 (2.5K grids scored in 1.2 h) | maps{1} | new champion: max wsl 8, nw 10, score 167
seed 227 | gen   21 (1.9K grids scored in 3.2 h) | maps{1} | new champion: max wsl 10, nw 15, score 154
seed 200 | gen   33 (4.6K grids scored in 2.7 h) | maps{1} | new champion: max wsl 10, nw 16, score 144
seed 272 | gen  298 (40.2K grids scored in 3.0 h) | maps{1} | new champion: max wsl 11, nw 15, score 137
seed 218 | gen   35 (4.9K grids scored in 1.9 h) | maps{1} | new champion: max wsl 9, nw 14, score 172
seed 242 | gen   23 (2.5K grids scored in 2.8 h) | maps{1} | new champion: max wsl 13, nw 14, score 145
seed 239 | gen   19 (2.6K grids scored in 2.7 h) | maps{1} | new champion: max wsl 9, nw 13, score 146
seed 248 | gen  138 (18.1K grids scored in 2.5 h) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 260 | gen  313 (45.8K grids scored in 3.0 h) | maps{1} | new champion: max wsl 12, nw 13, score 136
seed 260 | gen  314 (46.0K grids scored in 3.0 h) | maps{1} | new champion: max wsl 10, nw 13, score 145
seed 242 | gen   24 (2.7K grids scored in 2.9 h) | maps{1} | new champion: max wsl 13, nw 15, score 147
seed 260 | gen  315 (46.2K grids scored in 3.1 h) | maps{1} | new champion: max wsl 10, nw 13, score 151
seed 203 | gen   45 (7.1K grids scored in 3.0 h) | maps{1} | new champion: max wsl 9, nw 15, score 164
seed 260 | gen  316 (46.3K grids scored in 3.1 h) | maps{1} | new champion: max wsl 11, nw 13, score 154
seed 260 | gen  317 (46.5K grids scored in 3.1 h) | maps{1} | new champion: max wsl 10, nw 14, score 157
seed 200 | gen   35 (4.9K grids scored in 2.9 h) | maps{1} | new champion: max wsl 12, nw 14, score 145
seed 203 | gen   46 (7.3K grids scored in 3.1 h) | maps{1} | new champion: max wsl 9, nw 14, score 165
seed 260 | gen  319 (46.9K grids scored in 3.1 h) | maps{1} | new champion: max wsl 10, nw 13, score 162
seed 227 | gen   23 (2.2K grids scored in 3.5 h) | maps{1} | new champion: max wsl 10, nw 15, score 160
seed 218 | gen   41 (5.8K grids scored in 2.2 h) | maps{1} | new champion: max wsl 10, nw 14, score 183
seed 260 | gen  320 (47.1K grids scored in 3.2 h) | maps{1} | new champion: max wsl 10, nw 12, score 163
seed 200 | gen   36 (5.1K grids scored in 3.0 h) | maps{1} | new champion: max wsl 11, nw 14, score 150
seed 230 | gen   23 (2.4K grids scored in 2.4 h) | maps{1} | new champion: max wsl 10, nw 11, score 161
seed 200 | gen   37 (5.3K grids scored in 3.1 h) | maps{1} | new champion: max wsl 11, nw 15, score 151
seed 200 | gen   38 (5.5K grids scored in 3.1 h) | maps{1} | new champion: max wsl 11, nw 15, score 152
seed 236 | gen   23 (3.5K grids scored in 1.7 h) | maps{1} | new champion: max wsl 8, nw 11, score 168
seed 215 | gen   30 (4.8K grids scored in 2.7 h) | maps{1} | new champion: max wsl 9, nw 12, score 159
seed 221 | gen   61 (7.7K grids scored in 3.2 h) | maps{1} | new champion: max wsl 9, nw 11, score 153
seed 272 | gen  301 (40.7K grids scored in 3.5 h) | maps{1} | new champion: max wsl 11, nw 15, score 138
seed 200 | gen   40 (5.8K grids scored in 3.3 h) | maps{1} | new champion: max wsl 11, nw 15, score 153
seed 254 | gen   25 (3.4K grids scored in 2.9 h) | maps{1} | new champion: max wsl 8, nw 14, score 157
seed 239 | gen   21 (3.0K grids scored in 3.3 h) | maps{1} | new champion: max wsl 9, nw 13, score 153
seed 278 | gen  323 (47.9K grids scored in 3.1 h) | maps{1} | new champion: max wsl 13, nw 15, score 119
seed 278 | gen  324 (48.1K grids scored in 3.1 h) | maps{1} | new champion: max wsl 13, nw 15, score 130
seed 260 | gen  331 (49.0K grids scored in 3.6 h) | maps{1} | new champion: max wsl 10, nw 13, score 165
seed 212 | gen  254 (44.3K grids scored in 3.7 h) | maps{1} | new champion: max wsl 9, nw 17, score 128
seed 236 | gen   26 (4.1K grids scored in 1.9 h) | maps{1} | new champion: max wsl 8, nw 11, score 169
seed 278 | gen  325 (48.2K grids scored in 3.1 h) | maps{1} | new champion: max wsl 13, nw 16, score 131
seed 200 | gen   42 (6.2K grids scored in 3.4 h) | maps{1} | new champion: max wsl 11, nw 15, score 154
seed 248 | gen  141 (18.5K grids scored in 3.0 h) | maps{1} | new champion: max wsl 9, nw 15, score 159
seed 212 | gen  255 (44.5K grids scored in 3.8 h) | maps{1} | new champion: max wsl 9, nw 16, score 131
seed 278 | gen  326 (48.4K grids scored in 3.2 h) | maps{1} | new champion: max wsl 13, nw 16, score 135
seed 221 | gen   63 (8.1K grids scored in 3.4 h) | maps{1} | new champion: max wsl 10, nw 14, score 154
seed 278 | gen  327 (48.5K grids scored in 3.2 h) | maps{1} | new champion: max wsl 13, nw 16, score 140
seed 242 | gen   26 (3.0K grids scored in 3.5 h) | maps{1} | new champion: max wsl 11, nw 16, score 150
seed 212 | gen  256 (44.7K grids scored in 3.8 h) | maps{1} | new champion: max wsl 9, nw 15, score 132
seed 278 | gen  328 (48.7K grids scored in 3.2 h) | maps{1} | new champion: max wsl 13, nw 15, score 143
seed 215 | gen   32 (5.2K grids scored in 3.0 h) | maps{1} | new champion: max wsl 9, nw 13, score 160
seed 278 | gen  329 (48.8K grids scored in 3.3 h) | maps{1} | new champion: max wsl 9, nw 15, score 147
seed 212 | gen  257 (44.9K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 15, score 135
seed 260 | gen  336 (49.9K grids scored in 3.7 h) | maps{1} | new champion: max wsl 10, nw 12, score 167
seed 278 | gen  330 (49.0K grids scored in 3.3 h) | maps{1} | new champion: max wsl 9, nw 15, score 154
seed 226 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 67
seed 226 | gen    2 (32 grids scored in 11.7 s) | maps{1} | new champion: max wsl 11, nw 15, score 138
seed 212 | gen  258 (45.1K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 15, score 140
seed 226 | gen    3 (139 grids scored in 1.6 m) | maps{1} | new champion: max wsl 9, nw 15, score 143
seed 278 | gen  331 (49.1K grids scored in 3.4 h) | maps{1} | new champion: max wsl 9, nw 15, score 156
seed 226 | gen    4 (266 grids scored in 4.4 m) | maps{1} | new champion: max wsl 9, nw 15, score 144
seed 212 | gen  259 (45.3K grids scored in 4.0 h) | maps{1} | new champion: max wsl 9, nw 15, score 145
seed 278 | gen  332 (49.2K grids scored in 3.4 h) | maps{1} | new champion: max wsl 9, nw 15, score 157
seed 221 | gen   65 (8.4K grids scored in 3.7 h) | maps{1} | new champion: max wsl 10, nw 13, score 159
seed 226 | gen    5 (419 grids scored in 7.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 145
seed 271 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 72
seed 226 | gen    6 (553 grids scored in 10.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 148
seed 259 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 71
seed 257 | gen   89 (12.9K grids scored in 4.1 h) | maps{1} | new champion: max wsl 13, nw 14, score 164
seed 250 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 65
seed 250 | gen    3 (141 grids scored in 57.7 s) | maps{1} | new champion: max wsl 12, nw 17, score 91
seed 250 | gen    4 (264 grids scored in 2.3 m) | maps{1} | new champion: max wsl 12, nw 16, score 101
seed 202 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 68
seed 202 | gen    2 (23 grids scored in 7.4 s) | maps{1} | new champion: max wsl 13, nw 17, score 114
seed 202 | gen    3 (77 grids scored in 44.0 s) | maps{1} | new champion: max wsl 11, nw 16, score 126
seed 226 | gen    8 (853 grids scored in 21.6 m) | maps{1} | new champion: max wsl 8, nw 14, score 152
seed 202 | gen    4 (156 grids scored in 2.2 m) | maps{1} | new champion: max wsl 11, nw 16, score 136
seed 250 | gen    5 (394 grids scored in 5.2 m) | maps{1} | new champion: max wsl 12, nw 15, score 111
seed 266 | gen  431 (58.7K grids scored in 4.0 h) | maps{1} | new champion: max wsl 11, nw 17, score 133
seed 266 | gen  432 (58.8K grids scored in 4.0 h) | maps{1} | new champion: max wsl 9, nw 17, score 141
seed 283 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 71
seed 266 | gen  433 (59.0K grids scored in 4.0 h) | maps{1} | new champion: max wsl 9, nw 17, score 146
seed 250 | gen    6 (545 grids scored in 8.7 m) | maps{1} | new champion: max wsl 13, nw 17, score 116
seed 202 | gen    6 (350 grids scored in 6.8 m) | maps{1} | new champion: max wsl 11, nw 18, score 142
seed 208 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 68
seed 208 | gen    2 (21 grids scored in 30.8 s) | maps{1} | new champion: max wsl 13, nw 15, score 111
seed 232 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 65
seed 232 | gen    1 (3 grids scored in 2.4 s) | maps{1} | new champion: max wsl 13, nw 12, score 109
seed 241 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 250 | gen    7 (698 grids scored in 12.0 m) | maps{1} | new champion: max wsl 13, nw 16, score 123
seed 232 | gen    2 (29 grids scored in 31.2 s) | maps{1} | new champion: max wsl 13, nw 12, score 113
seed 208 | gen    3 (65 grids scored in 1.7 m) | maps{1} | new champion: max wsl 13, nw 15, score 120
seed 202 | gen    7 (480 grids scored in 9.4 m) | maps{1} | new champion: max wsl 11, nw 17, score 145
seed 199 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 232 | gen    3 (60 grids scored in 1.5 m) | maps{1} | new champion: max wsl 13, nw 13, score 119
seed 241 | gen    6 (213 grids scored in 1.4 m) | maps{1} | new champion: max wsl 11, nw 16, score 120
seed 208 | gen    4 (146 grids scored in 3.9 m) | maps{1} | new champion: max wsl 10, nw 13, score 124
seed 232 | gen    4 (106 grids scored in 3.1 m) | maps{1} | new champion: max wsl 13, nw 14, score 127
seed 250 | gen    8 (861 grids scored in 15.9 m) | maps{1} | new champion: max wsl 13, nw 16, score 130
seed 241 | gen    7 (342 grids scored in 4.0 m) | maps{1} | new champion: max wsl 10, nw 15, score 139
seed 220 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 69
seed 199 | gen   12 (305 grids scored in 3.3 m) | maps{1} | new champion: max wsl 13, nw 16, score 99
seed 232 | gen    5 (162 grids scored in 4.7 m) | maps{1} | new champion: max wsl 13, nw 14, score 129
seed 220 | gen    1 (5 grids scored in 10.5 s) | maps{1} | new champion: max wsl 11, nw 16, score 151
seed 208 | gen    5 (253 grids scored in 6.4 m) | maps{1} | new champion: max wsl 10, nw 13, score 128
seed 199 | gen   13 (363 grids scored in 4.3 m) | maps{1} | new champion: max wsl 13, nw 17, score 101
